room,category,length,width,height
Wordrobes,PAX Wardrobes,80.0,75.0,236.0
Wordrobes,PAX Wardrobes,105.0,100.0,236.0
Wordrobes,PAX Wardrobes,235.0,150.0,236.0
Wordrobes,PAX Wardrobes,235.0,150.0,236.0
Wordrobes,PAX Wardrobes,82.0,75.0,236.0
Wordrobes,PAX Wardrobes,81.0,75.0,236.0
Wordrobes,PAX Wardrobes,237.0,200.0,236.0
Wordrobes,PAX Wardrobes,235.0,200.0,236.0
Wordrobes,PAX Wardrobes,103.0,100.0,236.0
Wordrobes,PAX Wardrobes,82.0,75.0,236.0
Wordrobes,PAX Wardrobes,235.0,150.0,236.0
Wordrobes,PAX Wardrobes,107.0,100.0,236.0
Wordrobes,PAX Wardrobes,105.0,100.0,236.0
Wordrobes,PAX Wardrobes,235.0,200.0,236.0
Wordrobes,PAX Wardrobes,82.0,75.0,236.0
Wordrobes,PAX Wardrobes,236.0,200.0,236.0
Wordrobes,PAX Wardrobes,78.0,75.0,236.0
Wordrobes,PAX Wardrobes,108.0,100.0,236.0
Wordrobes,PAX Wardrobes,82.0,75.0,236.0
Wordrobes,PAX Wardrobes,82.0,75.0,236.0
Wordrobes,PAX Wardrobes,107.0,100.0,236.0
Wordrobes,PAX Wardrobes,,200.0,236.0
Wordrobes,PAX Wardrobes,,150.0,236.0
Wordrobes,PAX Wardrobes,,200.0,236.0
Wordrobes,PAX Wardrobes,,200.0,236.0
Wordrobes,PAX Wardrobes,,150.0,236.0
Wordrobes,PAX Wardrobes,,200.0,236.0
Wordrobes,PAX Wardrobes,,200.0,236.0
Wordrobes,PAX Wardrobes,,200.0,236.0
Wordrobes,PAX Wardrobes,85.0,75.0,236.0
Wordrobes,PAX Wardrobes,110.0,100.0,236.0
Wordrobes,PAX Wardrobes,235.0,200.0,236.0
Wordrobes,PAX Wardrobes,103.0,100.0,236.0
Wordrobes,PAX Wardrobes,,150.0,236.0
Wordrobes,PAX Wardrobes,,150.0,236.0
Wordrobes,PAX Wardrobes,,200.0,236.0
Wordrobes,PAX Wardrobes,,150.0,236.0
Wordrobes,PAX Wardrobes,,150.0,236.0
Wordrobes,PAX Wardrobes,,150.0,236.0
Wordrobes,PAX Wardrobes,,150.0,236.0
Wordrobes,PAX Wardrobes,,150.0,236.0
Wordrobes,PAX Wardrobes,,150.0,236.0
Wordrobes,PAX Wardrobes,,200.0,236.0
Wordrobes,PAX Wardrobes,,200.0,236.0
Wordrobes,PAX Wardrobes,,200.0,236.0
Wordrobes,PAX Wardrobes,,200.0,236.0
Wordrobes,PAX Wardrobes,82.0,75.0,236.0
Wordrobes,PAX Wardrobes,235.0,150.0,236.0
Wordrobes,PAX Wardrobes,108.0,100.0,236.0
Wordrobes,PAX Wardrobes,107.0,100.0,236.0
Wordrobes,PAX Wardrobes,80.0,75.0,201.0
Wordrobes,PAX Wardrobes,80.0,75.0,236.0
Wordrobes,PAX Wardrobes,82.0,75.0,236.0
Wordrobes,PAX Wardrobes,200.0,150.0,201.0
Wordrobes,PAX Wardrobes,80.0,75.0,236.0
Wordrobes,PAX Wardrobes,105.0,100.0,201.0
Wordrobes,PAX Wardrobes,82.0,75.0,236.0
Wordrobes,PAX Wardrobes,201.0,150.0,201.0
Wordrobes,PAX Wardrobes,105.0,100.0,236.0
Wordrobes,PAX Wardrobes,107.0,100.0,236.0
Wordrobes,PAX Wardrobes,69.0,71.1,4.5
Wordrobes,PAX Wardrobes,95.0,96.5,4.5
Wordrobes,PAX Wardrobes,69.0,71.1,4.5
Wordrobes,PAX Wardrobes,95.0,96.5,4.5
Wordrobes,PAX Wardrobes,59.0,46.1,4.5
Wordrobes,PAX Wardrobes,,96.5,6.3
Wordrobes,PAX Wardrobes,,96.5,6.3
Wordrobes,PAX Wardrobes,,96.5,6.3
Wordrobes,PAX Wardrobes,,46.1,6.3
Wordrobes,PAX Wardrobes,,46.1,6.3
Wordrobes,PAX Wardrobes,,46.1,6.3
Wordrobes,PAX Wardrobes,,71.1,6.3
Wordrobes,PAX Wardrobes,,71.1,6.3
Wordrobes,PAX Wardrobes,,71.1,6.3
Wordrobes,PAX Wardrobes,,96.5,16.0
Wordrobes,PAX Wardrobes,,96.5,16.0
Wordrobes,PAX Wardrobes,,71.1,16.0
Wordrobes,PAX Wardrobes,,71.1,16.0
Wordrobes,PAX Wardrobes,,46.1,16.0
Wordrobes,PAX Wardrobes,,46.1,16.0
Wordrobes,PAX Wardrobes,23.0,20.0,3.0
Wordrobes,PAX Wardrobes,100.0,96.5,17.0
Wordrobes,PAX Wardrobes,104.0,96.5,3.5
Wordrobes,PAX Wardrobes,99.0,96.1,81.5
Wordrobes,PAX Wardrobes,100.0,96.5,17.0
Wordrobes,PAX Wardrobes,74.0,71.1,4.0
Wordrobes,PAX Wardrobes,46.0,46.1,4.2
Wordrobes,PAX Wardrobes,94.0,93.5,16.0
Wordrobes,PAX Wardrobes,44.0,43.5,16.0
Wordrobes,PAX Wardrobes,94.0,93.5,16.0
Wordrobes,PAX Wardrobes,95.0,96.5,16.5
Wordrobes,PAX Wardrobes,58.0,46.1,2.0
Wordrobes,PAX Wardrobes,73.0,71.1,2.0
Wordrobes,PAX Wardrobes,98.0,96.1,2.0
Wordrobes,PAX Wardrobes,58.0,46.1,17.0
Wordrobes,PAX Wardrobes,75.0,71.1,17.0
Wordrobes,PAX Wardrobes,58.0,46.1,17.0
Wordrobes,PAX Wardrobes,75.0,71.1,17.0
Wordrobes,PAX Wardrobes,54.0,43.5,16.0
Wordrobes,PAX Wardrobes,69.0,68.5,16.0
Wordrobes,PAX Wardrobes,95.0,96.5,16.5
Wordrobes,PAX Wardrobes,78.0,71.1,2.0
Wordrobes,PAX Wardrobes,68.0,8.0,4.0
Wordrobes,PAX Wardrobes,98.0,96.1,2.0
Wordrobes,PAX Wardrobes,51.0,15.0,12.0
Wordrobes,PAX Wardrobes,75.0,71.1,17.0
Wordrobes,PAX Wardrobes,63.0,46.1,3.5
Wordrobes,PAX Wardrobes,100.0,96.5,17.0
Wordrobes,PAX Wardrobes,53.0,40.0,4.5
Wordrobes,PAX Wardrobes,97.0,96.5,6.0
Wordrobes,PAX Wardrobes,71.0,71.1,4.2
Wordrobes,PAX Wardrobes,69.0,68.5,16.0
Wordrobes,PAX Wardrobes,69.0,68.5,16.0
Wordrobes,PAX Wardrobes,57.0,7.0,5.0
Wordrobes,PAX Wardrobes,50.0,46.1,17.0
Wordrobes,PAX Wardrobes,24.0,20.0,3.0
Wordrobes,PAX Wardrobes,79.0,71.1,3.5
Wordrobes,PAX Wardrobes,104.0,96.5,3.5
Wordrobes,PAX Wardrobes,50.0,46.1,17.0
Wordrobes,PAX Wardrobes,102.0,96.5,4.0
Wordrobes,PAX Wardrobes,35.0,8.0,6.0
Wordrobes,PAX Wardrobes,97.0,96.5,6.0
Wordrobes,PAX Wardrobes,54.0,43.5,16.0
Wordrobes,PAX Wardrobes,68.0,71.1,16.5
Wordrobes,PAX Wardrobes,68.0,71.1,16.5
Wordrobes,PAX Wardrobes,59.0,46.1,2.0
Wordrobes,PAX Wardrobes,53.0,25.0,5.0
Wordrobes,PAX Wardrobes,90.0,89.8,0.0
Wordrobes,PAX Wardrobes,99.0,96.1,81.5
Wordrobes,PAX Wardrobes,100.0,96.5,17.0
Wordrobes,PAX Wardrobes,74.0,71.1,4.0
Wordrobes,PAX Wardrobes,47.0,46.1,6.0
Wordrobes,PAX Wardrobes,49.0,46.1,4.0
Wordrobes,PAX Wardrobes,94.0,93.5,16.0
Wordrobes,PAX Wardrobes,103.0,96.1,2.0
Wordrobes,PAX Wardrobes,58.0,46.1,2.0
Wordrobes,PAX Wardrobes,59.0,46.1,2.0
Wordrobes,PAX Wardrobes,49.0,46.1,2.0
Wordrobes,PAX Wardrobes,94.0,4.0,2.0
Wordrobes,PAX Wardrobes,51.0,25.0,12.0
Wordrobes,PAX Wardrobes,63.0,50.0,48.0
Wordrobes,PAX Wardrobes,58.0,46.1,17.0
Wordrobes,PAX Wardrobes,79.0,71.1,3.5
Wordrobes,PAX Wardrobes,75.0,71.1,17.0
Wordrobes,PAX Wardrobes,72.0,71.1,6.0
Wordrobes,PAX Wardrobes,96.0,96.5,4.2
Wordrobes,PAX Wardrobes,73.0,71.1,2.0
Wordrobes,PAX Wardrobes,73.0,71.1,2.0
Wordrobes,PAX Wardrobes,53.0,40.0,5.0
Wordrobes,PAX Wardrobes,53.0,25.0,5.0
Wordrobes,PAX Wardrobes,86.0,25.0,75.0
Wordrobes,PAX Wardrobes,83.0,46.1,81.5
Wordrobes,PAX Wardrobes,99.0,96.1,81.5
Wordrobes,PAX Wardrobes,58.0,46.1,17.0
Wordrobes,PAX Wardrobes,75.0,71.1,17.0
Wordrobes,PAX Wardrobes,90.0,90.0,4.5
Wordrobes,PAX Wardrobes,72.0,71.1,6.0
Wordrobes,PAX Wardrobes,16.0,16.5,5.0
Wordrobes,PAX Wardrobes,46.0,46.1,4.2
Wordrobes,PAX Wardrobes,54.0,43.5,16.0
Wordrobes,PAX Wardrobes,94.0,93.5,16.0
Wordrobes,PAX Wardrobes,69.0,68.5,16.0
Wordrobes,PAX Wardrobes,103.0,96.1,2.0
Wordrobes,PAX Wardrobes,47.0,8.0,4.0
Wordrobes,PAX Wardrobes,100.0,96.5,17.0
Wordrobes,PAX Wardrobes,32.0,32.0,72.0
Wordrobes,PAX Wardrobes,100.0,96.5,17.0
Wordrobes,PAX Wardrobes,104.0,96.5,3.5
Wordrobes,PAX Wardrobes,58.0,46.1,17.0
Wordrobes,PAX Wardrobes,76.0,71.1,17.0
Wordrobes,PAX Wardrobes,100.0,96.5,17.0
Wordrobes,PAX Wardrobes,16.0,16.5,5.0
Wordrobes,PAX Wardrobes,35.0,8.0,6.0
Wordrobes,PAX Wardrobes,69.0,68.5,16.0
Wordrobes,PAX Wardrobes,59.0,46.1,16.5
Wordrobes,PAX Wardrobes,103.0,96.1,2.0
Wordrobes,PAX Wardrobes,78.0,71.1,2.0
Wordrobes,PAX Wardrobes,98.0,96.1,2.0
Wordrobes,PAX Wardrobes,59.0,46.1,2.0
Wordrobes,PAX Wardrobes,73.0,71.1,2.0
Wordrobes,PAX Wardrobes,53.0,15.0,5.0
Wordrobes,PAX Wardrobes,58.0,46.1,17.0
Wordrobes,PAX Wardrobes,63.0,46.1,3.5
Wordrobes,PAX Wardrobes,79.0,71.1,3.5
Wordrobes,PAX Wardrobes,83.0,46.1,81.5
Wordrobes,PAX Wardrobes,65.0,64.9,4.5
Wordrobes,PAX Wardrobes,102.0,96.5,4.0
Wordrobes,PAX Wardrobes,71.0,71.1,4.2
Wordrobes,PAX Wardrobes,59.0,46.1,16.5
Wordrobes,PAX Wardrobes,78.0,71.1,2.0
Wordrobes,PAX Wardrobes,57.0,7.0,5.0
Wordrobes,PAX Wardrobes,75.0,71.1,17.0
Wordrobes,PAX Wardrobes,49.0,46.1,2.0
Wordrobes,PAX Wardrobes,98.0,96.1,2.0
Wordrobes,PAX Wardrobes,75.0,71.1,17.0
Wordrobes,PAX Wardrobes,100.0,96.5,17.0
Wordrobes,PAX Wardrobes,49.0,46.1,4.0
Wordrobes,PAX Wardrobes,47.0,46.1,6.0
Wordrobes,PAX Wardrobes,96.0,96.5,4.2
Wordrobes,PAX Wardrobes,94.0,93.5,16.0
Wordrobes,PAX Wardrobes,54.0,43.5,16.0
Wordrobes,PAX Wardrobes,59.0,46.1,4.5
Wordrobes,PAX Wardrobes,58.0,46.1,2.0
Wordrobes,PAX Wardrobes,47.0,8.0,4.0
Wordrobes,PAX Wardrobes,73.0,71.1,2.0
Wordrobes,PAX Wardrobes,103.0,96.1,2.0
Wordrobes,PAX Wardrobes,104.0,92.6,3.5
Wordrobes,PAX Wardrobes,76.0,67.8,16.0
Wordrobes,PAX Wardrobes,90.0,89.8,0.0
Wordrobes,PAX Wardrobes,52.0,46.1,2.0
Wordrobes,PAX Wardrobes,48.0,42.6,3.5
Wordrobes,PAX Wardrobes,101.0,92.8,16.0
Wordrobes,PAX Wardrobes,85.0,46.1,81.5
Wordrobes,PAX Wardrobes,77.0,71.1,2.0
Wordrobes,PAX Wardrobes,80.0,67.6,3.5
Wordrobes,PAX Wardrobes,45.0,42.8,16.0
Wordrobes,PAX Wardrobes,63.0,46.1,3.5
Wordrobes,PAX Wardrobes,83.0,46.1,81.5
Wordrobes,PAX Wardrobes,69.0,68.6,16.0
Wordrobes,PAX Wardrobes,,96.5,7.0
Wordrobes,PAX Wardrobes,,96.5,7.0
Wordrobes,PAX Wardrobes,,96.5,7.0
Wordrobes,PAX Wardrobes,,50.0,
Wordrobes,PAX Wardrobes,,46.1,7.0
Wordrobes,PAX Wardrobes,,46.1,7.0
Wordrobes,PAX Wardrobes,,71.1,7.0
Wordrobes,PAX Wardrobes,,71.1,7.0
Wordrobes,PAX Wardrobes,,71.1,7.0
Wordrobes,PAX Wardrobes,45.0,42.7,7.0
Wordrobes,PAX Wardrobes,57.0,7.0,3.0
Wordrobes,PAX Wardrobes,94.0,92.7,7.0
Wordrobes,PAX Wardrobes,98.0,96.1,2.0
Wordrobes,PAX Wardrobes,70.0,67.7,7.0
Wordrobes,PLATSA Modular Storage System,,120.0,181.0
Wordrobes,PLATSA Modular Storage System,,120.0,191.0
Wordrobes,PLATSA Modular Storage System,,120.0,63.0
Wordrobes,PLATSA Modular Storage System,,120.0,234.0
Wordrobes,PLATSA Modular Storage System,,140.0,181.0
Wordrobes,PLATSA Modular Storage System,,140.0,261.0
Wordrobes,PLATSA Modular Storage System,,160.0,181.0
Wordrobes,PLATSA Modular Storage System,,160.0,231.0
Wordrobes,PLATSA Modular Storage System,,140.0,251.0
Wordrobes,PLATSA Modular Storage System,,180.0,113.0
Wordrobes,PLATSA Modular Storage System,,180.0,241.0
Wordrobes,PLATSA Modular Storage System,,180.0,241.0
Wordrobes,PLATSA Modular Storage System,,180.0,241.0
Wordrobes,PLATSA Modular Storage System,,160.0,241.0
Wordrobes,PLATSA Modular Storage System,,240.0,231.0
Wordrobes,PLATSA Modular Storage System,,240.0,251.0
Wordrobes,PLATSA Modular Storage System,,240.0,281.1
Wordrobes,PLATSA Modular Storage System,,260.0,221.0
Wordrobes,PLATSA Modular Storage System,,260.0,221.0
Wordrobes,PLATSA Modular Storage System,,260.0,221.0
Wordrobes,PLATSA Modular Storage System,,60.0,231.0
Wordrobes,PLATSA Modular Storage System,,60.0,231.0
Wordrobes,PLATSA Modular Storage System,,340.0,241.0
Wordrobes,PLATSA Modular Storage System,,60.0,181.0
Wordrobes,PLATSA Modular Storage System,,160.0,241.0
Wordrobes,PLATSA Modular Storage System,,180.0,121.0
Wordrobes,PLATSA Modular Storage System,,240.0,221.0
Wordrobes,PLATSA Modular Storage System,,240.0,241.0
Wordrobes,PLATSA Modular Storage System,,220.0,133.0
Wordrobes,PLATSA Modular Storage System,,220.0,231.0
Wordrobes,PLATSA Modular Storage System,,240.0,123.0
Wordrobes,PLATSA Modular Storage System,,80.0,191.0
Wordrobes,PLATSA Modular Storage System,,180.0,181.0
Wordrobes,PLATSA Modular Storage System,,220.0,221.0
Wordrobes,PLATSA Modular Storage System,66.0,40.0,2.0
Wordrobes,PLATSA Modular Storage System,190.0,60.0,2.0
Wordrobes,PLATSA Modular Storage System,190.0,40.0,2.0
Wordrobes,PLATSA Modular Storage System,70.0,60.0,2.0
Wordrobes,PLATSA Modular Storage System,70.0,40.0,2.0
Wordrobes,PLATSA Modular Storage System,50.0,40.0,2.0
Wordrobes,PLATSA Modular Storage System,129.0,60.0,2.0
Wordrobes,PLATSA Modular Storage System,189.0,60.0,2.0
Wordrobes,PLATSA Modular Storage System,46.0,40.0,2.0
Wordrobes,PLATSA Modular Storage System,130.0,60.0,2.0
Wordrobes,PLATSA Modular Storage System,130.0,40.0,2.0
Wordrobes,PLATSA Modular Storage System,184.0,120.0,180.0
Wordrobes,PLATSA Modular Storage System,189.0,40.0,2.0
Wordrobes,PLATSA Modular Storage System,68.0,60.0,2.0
Wordrobes,PLATSA Modular Storage System,66.0,40.0,2.0
Wordrobes,PLATSA Modular Storage System,68.0,40.0,2.0
Wordrobes,PLATSA Modular Storage System,48.0,40.0,2.0
Wordrobes,PLATSA Modular Storage System,189.0,60.0,2.0
Wordrobes,PLATSA Modular Storage System,66.0,60.0,2.0
Wordrobes,PLATSA Modular Storage System,70.0,60.0,2.0
Wordrobes,PLATSA Modular Storage System,68.0,40.0,2.0
Wordrobes,PLATSA Modular Storage System,129.0,40.0,2.0
Wordrobes,PLATSA Modular Storage System,184.0,64.0,4.0
Wordrobes,PLATSA Modular Storage System,126.0,60.0,120.0
Wordrobes,PLATSA Modular Storage System,129.0,61.0,2.0
Wordrobes,PLATSA Modular Storage System,46.0,40.0,2.0
Wordrobes,PLATSA Modular Storage System,126.0,40.0,120.0
Wordrobes,PLATSA Modular Storage System,129.0,40.0,2.0
Wordrobes,PLATSA Modular Storage System,129.0,60.0,120.0
Wordrobes,PLATSA Modular Storage System,189.0,60.0,180.0
Wordrobes,PLATSA Modular Storage System,68.0,60.0,40.0
Wordrobes,PLATSA Modular Storage System,48.0,40.0,40.0
Wordrobes,PLATSA Modular Storage System,189.0,40.0,180.0
Wordrobes,PLATSA Modular Storage System,68.0,60.0,60.0
Wordrobes,PLATSA Modular Storage System,68.0,40.0,60.0
Wordrobes,PLATSA Modular Storage System,129.0,40.0,120.0
Wordrobes,PLATSA Modular Storage System,130.0,40.0,120.0
Wordrobes,PLATSA Modular Storage System,66.0,60.0,40.0
Wordrobes,PLATSA Modular Storage System,129.0,60.0,120.0
Wordrobes,PLATSA Modular Storage System,184.0,120.0,180.0
Wordrobes,PLATSA Modular Storage System,186.0,60.0,180.0
Wordrobes,PLATSA Modular Storage System,50.0,40.0,40.0
Wordrobes,PLATSA Modular Storage System,130.0,60.0,120.0
Wordrobes,PLATSA Modular Storage System,70.0,60.0,40.0
Wordrobes,PLATSA Modular Storage System,190.0,40.0,180.0
Wordrobes,PLATSA Modular Storage System,129.0,40.0,120.0
Wordrobes,PLATSA Modular Storage System,66.0,40.0,60.0
Wordrobes,PLATSA Modular Storage System,70.0,40.0,60.0
Wordrobes,PLATSA Modular Storage System,190.0,60.0,180.0
Wordrobes,PLATSA Modular Storage System,186.0,40.0,180.0
Wordrobes,PLATSA Modular Storage System,70.0,60.0,60.0
Wordrobes,PLATSA Modular Storage System,87.0,80.0,20.0
Wordrobes,PLATSA Modular Storage System,67.0,60.0,20.0
Wordrobes,PLATSA Modular Storage System,87.0,80.0,20.0
Wordrobes,PLATSA Modular Storage System,67.0,60.0,20.0
Wordrobes,PLATSA Modular Storage System,66.0,60.0,20.0
Wordrobes,PLATSA Modular Storage System,87.0,80.0,20.0
Wordrobes,PLATSA Modular Storage System,67.0,60.0,20.0
Wordrobes,PLATSA Modular Storage System,86.0,80.0,20.0
Wordrobes,PLATSA Modular Storage System,125.0,80.0,120.0
Wordrobes,PLATSA Modular Storage System,86.0,80.0,40.0
Wordrobes,PLATSA Modular Storage System,86.0,80.0,40.0
Wordrobes,PLATSA Modular Storage System,66.0,60.0,60.0
Wordrobes,PLATSA Modular Storage System,127.0,60.0,120.0
Wordrobes,PLATSA Modular Storage System,187.0,80.0,180.0
Wordrobes,PLATSA Modular Storage System,83.0,80.0,60.0
Wordrobes,PLATSA Modular Storage System,127.0,60.0,120.0
Wordrobes,PLATSA Modular Storage System,187.0,60.0,180.0
Wordrobes,PLATSA Modular Storage System,67.0,60.0,60.0
Wordrobes,PLATSA Modular Storage System,126.0,80.0,120.0
Wordrobes,PLATSA Modular Storage System,187.0,80.0,180.0
Wordrobes,PLATSA Modular Storage System,63.0,60.0,40.0
Wordrobes,PLATSA Modular Storage System,82.0,80.0,60.0
Wordrobes,PLATSA Modular Storage System,62.0,60.0,40.0
Wordrobes,PLATSA Modular Storage System,187.0,60.0,180.0
Wordrobes,PLATSA Modular Storage System,81.0,55.0,5.0
Wordrobes,PLATSA Modular Storage System,189.0,40.0,2.0
Wordrobes,PLATSA Modular Storage System,59.0,60.0,2.0
Wordrobes,PLATSA Modular Storage System,80.0,6.0,3.0
Wordrobes,PLATSA Modular Storage System,84.0,76.4,4.0
Wordrobes,PLATSA Modular Storage System,91.0,12.0,6.0
Wordrobes,PLATSA Modular Storage System,23.0,22.5,6.0
Wordrobes,PLATSA Modular Storage System,60.0,5.0,2.0
Wordrobes,PLATSA Modular Storage System,77.0,80.0,2.0
Wordrobes,PLATSA Modular Storage System,65.0,9.0,6.0
Wordrobes,PLATSA Modular Storage System,52.0,7.4,5.0
Wordrobes,PLATSA Modular Storage System,24.0,14.0,11.0
Wordrobes,PLATSA Modular Storage System,74.0,73.8,13.0
Wordrobes,PLATSA Modular Storage System,76.0,10.0,4.0
Wordrobes,PLATSA Modular Storage System,69.0,60.0,2.0
Wordrobes,PLATSA Modular Storage System,49.0,9.0,6.0
Wordrobes,PLATSA Modular Storage System,89.0,80.0,2.0
Wordrobes,PLATSA Modular Storage System,77.0,80.0,2.0
Wordrobes,PLATSA Modular Storage System,54.0,53.8,15.0
Wordrobes,PLATSA Modular Storage System,37.0,7.4,5.0
Wordrobes,PLATSA Modular Storage System,65.0,56.4,3.0
Wordrobes,PLATSA Modular Storage System,89.0,80.0,2.0
Wordrobes,PLATSA Modular Storage System,14.0,13.0,11.0
Wordrobes,PLATSA Modular Storage System,61.0,55.0,5.0
Wordrobes,PLATSA Modular Storage System,61.0,41.0,5.0
Wordrobes,PLATSA Modular Storage System,23.0,18.0,4.0
Wordrobes,PLATSA Modular Storage System,69.0,60.0,2.0
Wordrobes,PLATSA Modular Storage System,81.0,41.0,5.0
Wordrobes,PLATSA Modular Storage System,74.0,73.8,15.0
Wordrobes,PLATSA Modular Storage System,91.0,12.0,6.0
Wordrobes,PLATSA Modular Storage System,56.0,10.0,4.0
Wordrobes,PLATSA Modular Storage System,91.0,12.0,6.0
Wordrobes,PLATSA Modular Storage System,157.0,120.0,5.0
Wordrobes,PLATSA Modular Storage System,57.0,60.0,2.0
Wordrobes,PLATSA Modular Storage System,54.0,53.8,13.0
Wordrobes,PLATSA Modular Storage System,91.0,12.0,6.0
Wordrobes,PLATSA Modular Storage System,154.0,140.0,60.0
Wordrobes,PLATSA Modular Storage System,56.0,60.0,5.0
Wordrobes,PLATSA Modular Storage System,76.0,80.0,5.0
Decoration,Clocks,14.0,10.0,14.0
Decoration,Clocks,15.0,15.0,5.0
Decoration,Clocks,16.0,15.0,9.0
Decoration,Clocks,12.0,10.0,10.0
Decoration,Clocks,4.0,,
Decoration,Clocks,26.0,25.0,4.0
Decoration,Clocks,32.0,32.0,7.0
Decoration,Clocks,14.0,12.0,7.0
Decoration,Clocks,60.0,60.0,9.0
Decoration,Clocks,31.0,31.0,6.0
Decoration,Clocks,36.0,35.0,6.0
Decoration,Clocks,27.0,27.0,5.0
Decoration,Clocks,39.0,39.0,6.0
Decoration,Clocks,29.0,29.0,4.0
Decoration,Clocks,27.0,20.0,7.0
Decoration,Clocks,16.0,10.0,6.0
Decoration,Clocks,36.0,36.0,3.0
Decoration,Clocks,16.0,6.0,16.5
Decoration,Clocks,31.0,31.0,5.0
Decoration,Clocks,15.0,15.0,9.0
Decoration,Decorative Accessories,28.0,20.0,9.0
Decoration,Decorative Accessories,13.0,13.0,12.0
Decoration,Decorative Accessories,28.0,20.0,39.0
Decoration,Decorative Accessories,6.0,,6.0
Decoration,Decorative Accessories,,,33.0
Decoration,Decorative Accessories,49.0,30.0,47.0
Decoration,Decorative Accessories,27.0,,26.0
Decoration,Decorative Accessories,16.0,7.0,16.0
Decoration,Decorative Accessories,13.0,13.0,8.0
Decoration,Decorative Accessories,20.0,,19.0
Decoration,Decorative Accessories,8.0,,8.0
Decoration,Decorative Accessories,18.0,10.0,18.0
Decoration,Decorative Accessories,25.0,14.0,25.0
Decoration,Decorative Accessories,39.0,34.0,21.0
Decoration,Decorative Accessories,50.0,23.0,7.0
Decoration,Decorative Accessories,59.0,35.0,50.0
Decoration,Decorative Accessories,23.0,14.0,22.5
Decoration,Decorative Accessories,28.0,26.5,26.5
Decoration,Decorative Accessories,50.0,16.0,39.0
Decoration,Decorative Accessories,50.0,55.0,29.0
Decoration,Decorative Accessories,16.0,7.0,16.0
Decoration,Decorative Accessories,16.0,7.0,16.0
Decoration,Decorative Accessories,16.0,10.0,25.0
Decoration,Decorative Accessories,25.0,3.0,2.0
Desks Chairs,Desk Stools,40.0,36.0,16.0
Desks Chairs,Desk Stools,68.0,41.0,16.0
Desks Chairs,Desk Stools,40.0,36.0,16.0
Desks Chairs,Desk Stools,68.0,41.0,16.0
Desks Chairs,Office Chairs,,67.0,
Desks Chairs,Office Chairs,,67.0,
Desks Chairs,Office Chairs,,67.0,
Desks Chairs,Office Chairs,,67.0,
Desks Chairs,Office Chairs,,67.0,
Desks Chairs,Office Chairs,,67.0,
Desks Chairs,Office Chairs,,67.0,
Desks Chairs,Office Chairs,,67.0,
Desks Chairs,Office Chairs,,67.0,
Desks Chairs,Office Chairs,,67.0,
Desks Chairs,Office Chairs,,67.0,
Desks Chairs,Office Chairs,,67.0,
Desks Chairs,Office Chairs,,67.0,
Desks Chairs,Office Chairs,,67.0,
Desks Chairs,Office Chairs,,67.0,
Desks Chairs,Office Chairs,,67.0,
Desks Chairs,Office Chairs,,67.0,
Desks Chairs,Office Chairs,,67.0,
Desks Chairs,Office Chairs,,67.0,
Desks Chairs,Office Chairs,,67.0,
Desks Chairs,Office Chairs,,67.0,
Desks Chairs,Office Chairs,,67.0,
Desks Chairs,Office Chairs,,67.0,
Desks Chairs,Office Chairs,,67.0,
Desks Chairs,Office Chairs,,67.0,
Desks Chairs,Office Chairs,,67.0,
Desks Chairs,Office Chairs,,67.0,
Desks Chairs,Office Chairs,,67.0,
Desks Chairs,Office Chairs,,67.0,
Desks Chairs,Office Chairs,,67.0,
Desks Chairs,Office Chairs,,67.0,
Desks Chairs,Office Chairs,,67.0,
Desks Chairs,Office Chairs,54.0,58.0,20.0
Desks Chairs,Office Chairs,44.0,67.0,19.0
Desks Chairs,Office Chairs,45.0,42.0,6.0
Desks Chairs,Office Chairs,62.0,67.0,44.0
Desks Chairs,Office Chairs,54.0,58.0,20.0
Desks Chairs,Office Chairs,62.0,68.0,47.0
Desks Chairs,Office Chairs,62.0,68.0,47.0
Desks Chairs,Swivel-Chairs,,71.0,
Desks Chairs,Swivel-Chairs,,71.0,
Desks Chairs,Swivel-Chairs,,71.0,
Desks Chairs,Swivel-Chairs,,71.0,
Desks Chairs,Swivel-Chairs,,71.0,
Desks Chairs,Swivel-Chairs,,67.0,
Desks Chairs,Swivel-Chairs,,74.0,
Desks Chairs,Swivel-Chairs,,74.0,
Desks Chairs,Swivel-Chairs,,68.0,
Desks Chairs,Swivel-Chairs,,68.0,
Desks Chairs,Swivel-Chairs,,68.0,
Desks Chairs,Swivel-Chairs,,68.0,
Desks Chairs,Swivel-Chairs,,68.0,
Desks Chairs,Swivel-Chairs,,68.0,
Desks Chairs,Swivel-Chairs,,68.0,
Desks Chairs,Swivel-Chairs,,68.0,
Desks Chairs,Swivel-Chairs,,68.0,
Desks Chairs,Swivel-Chairs,,68.0,
Desks Chairs,Swivel-Chairs,,68.0,
Desks Chairs,Swivel-Chairs,,68.0,
Desks Chairs,Swivel-Chairs,,68.0,
Desks Chairs,Swivel-Chairs,,68.0,
Desks Chairs,Swivel-Chairs,,68.0,
Desks Chairs,Swivel-Chairs,,68.0,
Desks Chairs,Swivel-Chairs,,68.0,
Desks Chairs,Swivel-Chairs,,68.0,
Desks Chairs,Swivel-Chairs,,68.0,
Desks Chairs,Swivel-Chairs,,68.0,
Desks Chairs,Swivel-Chairs,,68.0,
Desks Chairs,Swivel-Chairs,,68.0,
